date,catalyst,temperature,through_time,feed_fraction_1,feed_fraction_2,feed_fraction_3,feed_fraction_4,feed_fraction_5,feed_fraction_6,feed_fraction_7,feed_fraction_8,feed_fraction_9,feed_fraction_10,feed_fraction_11,feed_fraction_12,feed_fraction_13,feed_fraction_14,feed_fraction_15,feed_fraction_16,feed_fraction_17,feed_fraction_18,feed_fraction_19,feed_fraction_20,out_fraction_1,out_fraction_2,out_fraction_3,out_fraction_4,out_fraction_5,out_fraction_6,out_fraction_7,out_fraction_8,out_fraction_9,out_fraction_10,out_fraction_11,out_fraction_12,out_fraction_13,out_fraction_14,out_fraction_15,out_fraction_16,out_fraction_17,out_fraction_18,out_fraction_19,out_fraction_20
2020-10-15,2,430.4964968934655,14.4852,0.16652490114998178,0.10674181892569752,0.14452976109510143,0.0996205170205784,0.0618105639260998,0.07402593782089976,0.08068090764914192,0.03794101985109967,0.03980306558709425,0.042627873938728134,0.017645086353595827,0.011314333568560936,0.039853417628831544,0.018013277112988856,0.013145275623749031,0.009370760693210231,0.014804714332658226,0.0143312571726282,0.003717875450343817,0.0034976350990107746,0.04697211003552551,0.06997125394624913,0.11275046545288195,0.1045085425427898,0.10066714170360079,0.10860285217883685,0.08024096594450597,0.07990815187664654,0.04433040162893621,0.04982339029631977,0.031621785651077795,0.0387775215208117,0.010462384507802704,0.017333413390626783,0.024991893591660982,0.024198415393509715,0.013342889411283247,0.011716078487592364,0.010621000781737045,0.01870927436644597
2020-10-16,0,561.7923521902412,9.0106,0.1674886720136193,0.1137283231642508,0.14572753753645518,0.07546861803245745,0.09751848225549646,0.055412699846498,0.06874469922474422,0.047235430548432246,0.03807982590599826,0.024839471008138343,0.038480528251162806,0.018352434192202415,0.03549080954803005,0.014136176335410158,0.025740273393339695,0.010252462830577428,0.006061662392382701,0.009871648811934237,0.004345749468615919,0.0030244952402541637,0.13307125854554636,0.10698809351715714,0.16390307163338183,0.08247006429740436,0.07205728338316122,0.08140500010515347,0.06073999078151787,0.052792685462075675,0.04962193541003353,0.025844668123827977,0.03743272447814221,0.020924377983155256,0.028799143915709303,0.02068352139388406,0.027537387775237825,0.008790932287331731,0.008927315151867765,0.008118514577902998,0.005938614116616186,0.003927801154140427
2020-10-17,0,586.2617301288992,14.2961,0.15304646375197156,0.12718233626609923,0.133301020766042,0.12648189460541456,0.07257735012926497,0.08682955690062041,0.06336551150964796,0.026401928416036793,0.06621249451714731,0.021849409509306084,0.01968543541462597,0.01480089573085086,0.017153554619046107,0.02062537976973092,0.024124316481195878,0.0022259220780588883,0.00531603327206123,0.009625749880695143,0.001874726126670784,0.0073200202555133735,0.12180029021931911,0.1178157108176351,0.12448668936828657,0.1484372184127893,0.060881872102550166,0.1039892649441182,0.05938194562142983,0.03961059064914184,0.05365844339908987,0.04074518578621137,0.021314522714931467,0.009454323410461502,0.01915807242470964,0.021494106210838193,0.017169858823687417,0.013709907018334981,0.006807043681592733,0.0058209392070896915,0.004932499027437245,0.009275701375806033
2020-10-18,1,886.6054654121399,11.8744,0.15150625511935567,0.12451795063482361,0.1454613598478845,0.0908514762403987,0.11784097791873249,0.08990237257227275,0.03220810708928593,0.033260709092237044,0.051859295617118426,0.040612953971587415,0.031135545371762424,0.01335769120897211,0.02185950897853478,0.010560325123789826,0.004710963394432293,0.018843276870700282,0.0018196121726627924,0.0057411015232029326,0.010752961350002057,0.003197555902243979,0.041847406059447666,0.12755737956265992,0.09317759157825169,0.12004472991631171,0.14686487619578234,0.09236048712230203,0.05355936680304648,0.05659040172156554,0.04828163450874426,0.041024396058670316,0.037048722370582515,0.028932690362803264,0.025641507353415673,0.021163054253400194,0.013435942618244259,0.01403008545498576,0.008963196116938289,0.006784260285246411,0.008189893678129842,0.014170850135672153
2020-10-19,0,771.2355994153768,9.9849,0.1700570447259144,0.14230746302061653,0.0706250811192489,0.07817599910762087,0.09227364865635683,0.08684391262147055,0.056291535347350555,0.05630599637161248,0.02530551359785406,0.02733349251201943,0.03564853995172231,0.04315280884615694,0.027899475067964412,0.014434798244160827,0.018363944867813203,0.010650383243454948,0.018759858036261547,0.011711273465830466,0.012941586039015312,9.176451575551685e-4,0.07862541538349967,0.11849277857599358,0.12416849026016263,0.09527804512548503,0.08027372473324479,0.08073061418933661,0.07400105860566591,0.05307562337970101,0.05306200713953549,0.02996367280348845,0.03473474602790207,0.03259369175297577,0.0404440890296528,0.020323781352861822,0.015894878915298505,0.016768180142902756,0.014243263316812497,0.016289355776114647,0.01224911983848236,0.008557516862895746
2020-10-20,2,404.2194622103125,11.929,0.13682079808359396,0.17958420484639678,0.10391733679071055,0.14078785896775026,0.08078384154244729,0.042970441294640026,0.06598296531713196,0.04363702389502789,0.03583816190492167,0.04219922449598933,0.014521221791645568,0.02365387306282737,0.011697772346787748,0.023057887768307847,0.014951663787200475,0.006782272977034251,0.016392185930288666,0.0010852093278549948,0.010261292725953244,0.005074763143489889,0.04359112475450375,0.09488255244086005,0.13847569493636994,0.11698607116010842,0.1043508704465138,0.09006215649011112,0.06830153698930329,0.053805390889642604,0.06098828188454282,0.04769028232504568,0.033898812405076216,0.0249637051915402,0.021978448548524532,0.017003825745173923,0.01651604882721857,0.016004356255438185,0.015391978882155235,0.013186211105883623,0.01130618138298586,0.010455655216568013
2020-10-21,2,668.8864463940263,9.093,0.18868166648533907,0.14521111516754603,0.12963970783472742,0.11580552587823846,0.049945069131924716,0.058999331171215016,0.038882782554038035,0.03327863424800562,0.029074360801232307,0.03550894052072698,0.04622494212979865,0.03743655669922267,0.02716790402804194,0.012550485431332739,0.03168700524706111,0.0026311508897514813,0.0032367461691803546,0.008981727720390024,0.004148542560797136,9.078053314301831e-4,0.03831111533267787,0.08280318538988392,0.15198312545846251,0.1344777195292805,0.11760876858024415,0.0837803141932284,0.0627446238861317,0.057024688039082054,0.026785659865826247,0.022538148784124898,0.03933449029625649,0.04789976783601238,0.025086855231270667,0.025001124877485036,0.028340759081186807,0.021314570710344816,0.012340291751660086,0.006432341009629189,0.008167021659617758,0.00782170391196017
2020-10-22,0,421.5397411491722,11.4946,0.14168748442464318,0.15325124234326173,0.11591385913274647,0.12997112521834728,0.07070712065940334,0.05394433242502591,0.10572837252168793,0.034106206407247305,0.061221369555724284,0.025456943962793292,0.020645916354051018,0.0066707087690785335,0.018158215415113817,0.015784269446940995,0.013664991818796232,0.01598509249229304,0.005341416251221908,0.0031831669678357975,0.002282273075752838,0.006295892758035417,0.11480991893746151,0.1525761615532062,0.12502693921958744,0.12629848350380338,0.07584773913820217,0.05427297685038668,0.11026170073969072,0.036739541429891505,0.059756364057726614,0.0257530993746138,0.022688739663795733,0.014082460501991512,0.015706168464531014,0.01077902286234583,0.020109972488010282,0.016835479687108634,0.00648247608386332,0.0032030766335352547,0.0017368141045652403,0.00701092324872788
2020-10-23,2,840.1032682973891,10.8238,0.180945106508325,0.16409096842344445,0.10455033810024478,0.08223864623434772,0.06565403271772562,0.05614638066554605,0.10640454543804612,0.042249582395585565,0.01697768304409466,0.013545705596805062,0.012083908753915133,0.05339074178260036,0.02192715631980503,0.020945731831645574,0.01976018271512002,0.003831771729113865,0.007205127726914393,0.007918226925652434,0.012202542241443166,0.007931620849625171,0.033577515737997554,0.10681913971509471,0.1258990761669218,0.11291985485593323,0.09212562844444334,0.0745121820988347,0.06530389379939745,0.07488345764147536,0.0655129568561602,0.03966946653804129,0.02375157156593377,0.02903096892607606,0.03950394682633495,0.024139413891650998,0.019105469274239378,0.01983201662422731,0.012341256039469273,0.007378134674316377,0.008940395386526637,0.02426086017830953
2020-10-24,0,749.4311200454831,8.1547,0.1836942556565213,0.1614991110170487,0.14881417309376027,0.0644391392851353,0.06887018363021127,0.10632011721201143,0.028641425462278585,0.026781075367351508,0.0314064282370726,0.03392524532846637,0.023724265673535458,0.025393576662480724,0.004994878976213977,0.021566701308792544,0.01500172094972849,0.003898250225831382,0.01376556908455201,0.007961717274211405,0.01100770455435994,0.01829446100043656,0.09212351317962145,0.17224266144824446,0.13006433410552945,0.11532832334351678,0.08482410735539575,0.09732406040957738,0.040949568545391925,0.03948655050622364,0.034171734050034444,0.030135965518978496,0.025074862287995936,0.027973385421606038,0.014090076815943757,0.013329010019756744,0.018937661149624134,0.00922540633403358,0.011908556077662367,0.007924014157321553,0.010753084883810791,0.02396284315480573
